,file,start_datetime,stop_datetime,region_id,sex,genotype
119,Monitor25.txt,"2019/06/17 08:00:00",2019/06/20,23,F,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (6) X Quas-dtrpa1 \#6"
120,Monitor25.txt,"2019/06/17 08:00:00",2019/06/20,24,F,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (6) X Quas-dtrpa1 \#6"
121,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,1,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
122,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,2,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
123,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,3,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
124,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,4,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
125,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,5,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
126,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,6,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
127,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,7,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
128,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,8,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
129,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,9,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
130,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,10,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
131,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,11,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
132,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,12,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
133,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,13,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
134,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,14,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
135,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,15,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
136,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,16,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
137,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,17,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
138,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,18,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
139,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,19,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
140,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,20,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
141,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,21,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
142,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,22,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
143,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,23,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
144,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,24,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
145,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,25,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
146,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,26,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
147,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,27,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
148,Monitor26.txt,"2019/06/17 08:00:00",2019/06/20,28,M,"pVIBSSL48-pCasper4-R19G02-DSCP-QF2-hsp70t (4) X Quas-dtrpa1 \#6"
